,name,price,change,volume,relative_volume,market_cap,pe,eps_diluted,eps_diluted_growth,dividends_yield,sector
5972,Greenway Greenhouse Cannabis Corporation,0.16265,0.64975248,100,0.07984669,21294908.65,,-0.0211232,-10.58594236,0,Process Industries
5973,GATEWAY BK F S B OAKLAND CALIF,0.11,-13.7254902,15000,3.34731768,,,,,,Finance
5974,"ESS Tech, Inc.",1.87,-3.60824742,655688,0.34696538,290953579,,-0.6603,58.61226025,0,Producer Manufacturing
5975,Global Wholehealth Partners Corporation,1.00E-06,0,10000,1.11758066,131.287,,,,0,Energy Minerals
5976,"Great-West Lifeco, Inc.",28.43,-0.03516174,47049,0.50868018,26489120792,12.52137354,2.27051768,-13.1886423,5.27399,Finance
5977,"Great Wall Motor Company, Ltd.",1.235,12.27272727,3851,1.05776362,26367103935,18.86391168,0.06546892,-55.2949279,3.37657,Consumer Durables
5978,"Great Wall Motor Company, Ltd.",11.4761,2.10053381,535,0.32606046,26544295143,17.54218893,0.6542,-55.52382895,2.67729,Consumer Durables
5979,Great West Lifeco Inc.,13.4926,-1.51386861,300,,26439417399,5.94252144,2.27051768,-13.1886423,5.27399,Finance
5980,"Goodheart-Willcox Co. (THE), Inc.",340,0,70,0.62724014,155016543.1,11.83304273,28.7331,,6.0241,Consumer Services
5981,WHOLEHEALTH PRODUCTS INC,0.0001,0,16000,1.24345245,51950,,,,,Health Technology
5982,"Guidewire Software, Inc.",90.33,-2.07068517,341910,0.61735907,7356540351,,-1.352,37.40161126,0,Technology Services
5983,"Global Water Resources, Inc.",9.71,0.20639835,21570,0.745928,234695721,34.21423538,0.2838,34.31140558,2.80772,Utilities
5984,Gowest Gold Ltd.,0.0608,6.66666667,600,0.0452008,30088955.07,,-0.00773058,53.53501112,0,Non-Energy Minerals
5985,Xtacy Therapeutics Corp.,0.1244,55.5,400,0.01302516,1616800.607,,-0.01569152,87.59435785,0,Finance
5986,"Global Warming Solutions, Inc.",2.7,8,7970,0.76934958,43681506,,-0.0669,-47.68211921,0,Industrial Services
5987,"Greenway Technologies, Inc.",0.006,1.69491525,43000,0.39130823,2404465,,-0.0042,4.54545455,0,Process Industries
5988,"Global Water Technologies, Inc.",0.017,-45.6,100,0.00321937,194633.165,,,,,Producer Manufacturing
5989,"W.W. Grainger, Inc.",735.38,2.95258228,437778,1.59508058,36769648257,21.08410936,34.8784,36.84028813,0.973646,Distribution Services
5990,"GXO Logistics, Inc.",55.16,-3.21108966,376744,0.56330295,6560500318,33.04379081,1.6693,-10.9136514,0,Transportation
5991,Prospera Energy Inc.,0.0816,-2.74135876,194640,0.9816649,32438294.02,,-0.0049036,-117.4454343,0,Energy Minerals
5992,Goldsource Mines Inc.,0.1714,-0.26185627,4860,2.09239247,10249151.23,,-0.0705364,45.603352,0,Non-Energy Minerals
5993,"Guardian Exploration, Inc.",0.0222,-43.07692308,1000,0.1843284,2310488.469,,-0.00988264,-87.17135392,0,Energy Minerals
5994,"GEX Management, Inc.",0.0002,0,20978700,2.38278158,343524,,-0.0014,99.21259843,0,Commercial Services
5995,GALEXXY HLDGS INC.,0.0949,-3.94736842,21800,0.2543505,22132100,,-0.0072,-16.12903226,0,Process Industries
5996,"Galaxy Entertainment Group, Ltd.",5.8,-3.3317222,1553,0.95083573,25355113477,663.7260551,0.00873855,,0,Consumer Services
5997,"Galaxy Entertainment Group, Ltd.",29.06,-1.65820643,12573,0.64581578,25835221293,668.045977,0.0435,,0,Consumer Services
5998,Guyana Gold Corp.,0.0038,0,3091,1.19745864,757298,,-0.0024,,0,Non-Energy Minerals
5999,"Gyrodyne , LLC",10,-0.0999001,804,1.84445974,14826800.58,,,,,Finance
6000,Eco Oro Minerals Corp,0.016,-40.95940959,112000,3.05353501,1704399.467,,-0.03341992,8.81178248,0,Non-Energy Minerals
6001,"The Graystone Company, Inc.",0.0049,-2,8000,0.0478602,860153,,,,,Non-Energy Minerals
6002,Grizzly Discoveries Inc.,0.049,10.85972851,1600,0.0420611,6965827.75,,-0.00427924,-83.50872679,0,Non-Energy Minerals
6003,GZ6G Technologies Corp.,0.00065,0,3525000,0.6491249,,,,,,Electronic Technology
6004,Hyatt Hotels Corporation,107.65,-0.59100563,1321363,0.71257883,11285470726,26.24457555,4.1018,98.29828378,0.278681,Consumer Services
6005,"Hawaiian Holdings, Inc.",4.95,-8.33333333,2919545,0.66640892,255579901,,-3.3027,34.54426541,0,Transportation
6006,Hachijuni Bank Ltd. (THE),55.7,3.20548453,100,0.4,2806032787,8.97996034,6.2027,45.83264759,2.00899,Finance
6007,Health Advance Inc,0.0022,-43.58974359,5820,0.01099925,354084,,-0.001,-25,0,Health Services
6008,Haemonetics Corporation,87.69,-2.31703242,176088,0.66191255,4446936565,32.96492613,2.6601,102.2274593,0,Health Technology
6009,Hanmi Financial Corporation,16.08,-1.16779348,110609,0.57054828,490074992,5.00591495,3.2122,-7.40270971,6.21891,Finance
6010,"Holistic Asset Finance Group Co., Ltd.",0.9779,0.98099959,200,0.17239893,33178372.85,,-0.001,-105.952381,0,Commercial Services
6011,Hafnia Ltd.,6.48,4.18006431,14200,5.97592795,3238272747,3.3520771,1.93312976,,17.339,Transportation
6012,HENSOLDT AG,14.8,14.9068323,150,0.21929825,3113687791,40.11927352,0.3689,-9.04832347,0.956655,Electronic Technology
6013,Healthcare AI Acquisition Corp.,10.92,0,7401,0.27480321,77845689,39.26645092,0.2781,-62.08071993,0,Finance
6014,Healthcare AI Acquisition Corp.,11.0101,0.00090827,5279,1.33981371,77845689,,,,0,Finance
6015,Haitian International Holdings Ltd,2.25,-4.66101695,848,0.16187531,3590999879,10.75121948,0.20927859,-24.95954847,3.03197,Producer Manufacturing
6016,"The Hain Celestial Group, Inc.",10.25,-1.81992337,661576,0.64799087,917196701,,-1.3034,-257.4915418,0,Consumer Non-Durables
6017,HAIVISION SYS INC .,2.5302,-8.98561151,3993,0.55466037,73141456.54,,-0.12853984,3.48235119,0,Electronic Technology
6018,Halliburton Company,41.73,0.21613833,5969187,0.8605384,37496335212,15.38716814,2.712,70.05267118,1.43781,Industrial Services
6019,Halberd Corp.,0.0083,0,242878,0.36016924,4281761,,-0.0013,-192.8571429,0,Health Technology
6020,Hal Trust,116.5,0.04293688,30,0.02834467,10522656083,6.97218014,16.70926421,8.74717642,2.26449,Finance
6021,"Hallmark Financial Services, Inc.",2.06,-1.4354067,1698,0.43537345,3746073,,-47.5882,-20.60224842,0,Finance
6022,Halma PLC,48.1,-1.02880658,18059,0.21229947,8938719821,32.31441048,1.4885,5.31342861,0.909497,Electronic Technology
6023,"Halozyme Therapeutics, Inc.",36.54,-2.06378987,617562,0.87678895,4820388635,21.42480211,1.7055,-32.43671513,0,Health Technology
6024,"Hannan Metals, Ltd.",0.1377,-5.03448276,834,0.01851856,15065972.97,,-0.01207696,-57.56503868,0,Non-Energy Minerals
6025,HALITRON INC,1.00E-06,0,6429052,1.81360316,13073,,,,,Technology Services
6026,HAPBEE TECHNOLOGIES INC.,0.05,7.52688172,31000,0.51349923,7572571.429,,,,0,Electronic Technology
6027,Harleysville Financial Corp.,21,-1.17647059,3919,0.53973282,79379999,6.48548487,3.238,63.63452598,5.66667,Finance
6028,"Harpoon Therapeutics, Inc.",3.29,-4.9132948,47483,1.26418726,13245027,,-11.7768,49.09200942,0,Health Technology
6029,"Hasbro, Inc.",55.64,-4.46428571,2433990,1.63281623,7719542214,,-1.8517,-147.6677135,5.03235,Consumer Durables
6030,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",16,-4.81856038,1789171,0.46622301,1716254883,29.10678552,0.5497,-44.64249748,9.625,Finance
6031,HAUPPAUGE DIGITAL INC,0.01,0,26020,1.82488919,101220,,,,,Electronic Technology
6032,HAVN LIFE SCIENCES INC.,0.0163,-18.5,18532,5.18929211,418029.8,,-2.82481199,37.61435906,0,Health Technology
6033,"Hawaiian Electric Co., Inc.",14.75,-7.75484678,450,0.83256244,624750,,,,,Utilities
6034,"Hawaiian Electric Co., Inc.",10.01,-20.1754386,350,0.40467106,624750,,,,8.0032,Utilities
6035,"Hawaiian Electric Co., Inc.",10.88,-5.55555556,861,1.58388521,624750,,,,,Utilities
6036,"Hawaiian Electric Co., Inc.",11.97,11.86915888,900,0.1972646,624750,,,,,Utilities
6037,"Hawaiian Electric Co., Inc.",10.75,13.27713383,600,0.4035784,624750,,,,,Utilities
6038,"Hawaiian Electric Co., Inc.",10.75,2.8708134,1000,0.4018808,624750,,,,,Utilities
6039,"Hawaiian Electric Co., Inc.",11,0,100,0.19428793,624750,,,,,Utilities
6040,Haw Par Corp. Ltd.,7.102,0.02816901,1100,0.67073171,1572156755,12.13868608,0.58507156,112.7849543,3.5497,Health Technology
6041,"Haynes International, Inc.",45.51,-2.67322498,26616,0.72535217,579425936,12.86283599,3.5381,42.74014604,1.93364,Non-Energy Minerals
6042,Hays PLC,12.22,-7.07224335,8502,6.46835058,1978518688,11.90801013,1.0262,105.9401967,9.11826,Commercial Services
6043,"Hayward Holdings, Inc.",12.91,-3.94345238,2052486,0.3714334,2751351920,37.06574792,0.3483,-66.5482136,0,Consumer Durables
6044,Huntington Bancshares Incorporated,10.03,-1.27952756,16563092,1.1154193,14522259325,6.47096774,1.55,37.85129847,6.18146,Finance
6045,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Sto",22.23,-2.79842589,13376,0.41145023,14522259325,14.34193548,1.55,37.85129847,6.18146,Finance
6046,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,18.32,-1.50537634,18202,0.44704675,14522259325,11.81935484,1.55,37.85129847,6.18146,Finance
6047,Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,14.91,-3.49514563,60957,0.88910832,14522259325,9.61935484,1.55,37.85129847,6.18146,Finance
6048,Hamilton Beach Brands Holding Company,12.01,-1.71849427,10026,0.95687113,168611928,19.88081443,0.6041,-72.2839053,3.58035,Consumer Durables
6049,HealthBeacon PLC,0.2508,9.61538462,5000,0.44832997,4235919.6,,,,0,Technology Services
6050,"Home Bancorp, Inc.",32.57,-0.9729401,11230,0.96788651,266929402,6.25,5.2112,13.73944169,3.03961,Finance
6051,HSBC Holdings Plc,7.87,-1.25470514,15633,0.96969283,1.53615E+11,6.36773941,1.23591741,98.87600035,5.3318,Finance
6052,Honey Badger Silver Inc.,0.0585,0,500,0.02523226,2309374.5,,-0.02761104,53.02549582,0,Non-Energy Minerals
6053,Heidelberger Druckmaschinen AG,0.5432,-11.81818182,201,0.37043863,383940320.1,3.30413625,0.1644,66.22851365,0,Technology Services
6054,Hanesbrands Inc.,3.88,-2.51256281,6472614,0.83154483,1357560154,,-1.1283,-193.7749335,15.4639,Consumer Non-Durables
6055,Hills Bancorporation,64.85,-0.38402458,200,0.15983377,594804538,12.01905256,5.3956,21.51978559,1.62388,Finance
6056,Hai Jia International Limited Company,0.1,-33.33333333,4700,1.29373228,7011285.417,,-0.0001,,0,Finance
6057,"Harvard Bioscience, Inc.",4.19,-2.33100233,83472,0.92583309,178863760,,-0.13,-41.76663032,0,Health Technology
6058,Hudbay Minerals Inc.,4.56,-4.20168067,1527650,0.66412491,1590826640,,-0.1331516,57.84580848,0.319489,Non-Energy Minerals
6059,"Horizon Bancorp, Inc.",10.52,-2.04841713,104474,0.75031977,464034096,5.60946998,1.8754,-11.64609441,6.08365,Finance
6060,Harbour Energy Plc,3.207,-0.31394734,1072,0.80221507,2426182603,,-1.2249,90.78350376,6.66638,Energy Minerals
6061,"Herborium Group, Inc.",0.0002,33.33333333,9770450,0.92095363,1925903,,0,,0,Health Technology
6062,"HBT Financial, Inc.",18.22,0.10989011,38910,1.22027711,580238420,9.07867856,2.0069,4.44444444,3.67728,Finance
6063,"HCA Healthcare, Inc.",234.97,-3.72843856,2002897,1.71292383,63909022241,11.5539886,20.3367,-2.21000851,1.00438,Health Services
6064,HALO COLLECTIVE INC.,0.0089,154.2857143,2050,0.06890316,,,-0.87110568,96.2599408,,Process Industries
6065,"Health Catalyst, Inc",8.67,-5.96529284,426631,0.90391582,493873459,,-2.6796,8.11329813,0,Technology Services
6066,"High Country Bancorp, Inc.",33.95,-0.02944641,200,0.50581689,35532886.83,7.64381403,4.4415,8.72438863,5.97015,Finance
6067,H.C.B. Financial Corp.,22.1,-0.18066847,100,0.17568517,23558600,5.38328502,4.1053,102.0125972,3.57542,Finance
6068,"Warrior Met Coal, Inc.",48.95,-3.12685533,649416,0.88998719,2546286631,5.49284079,8.9116,-25.75151636,0.551583,Energy Minerals
6069,"Heritage-Crystal Clean, Inc.",45.47,0.06602113,259008,0.5209765,1106863336,14.22004003,3.1976,6.88952031,0,Industrial Services
6070,"Harbor Custom Development, Inc.",1.38,0.72992701,17009,1.11181561,3214464,,-38.0562,-1636.140511,0,Finance
6071,"Harbor Custom Development, Inc. - 8.0% Series A Cumulative Convertible Preferred Stock, no par value",4.2,-3.89016018,1690,0.23279199,3214464,,-38.0562,-1636.140511,0,Finance
6072,Huntwicke Capital Group Inc.,6,4.34782609,200,1.02564103,15438000,,-0.2996,-240.5912717,0,Finance
6073,HIGHCOM GLOBAL SECURITY INC,0.0002,0,778863,81.07666684,77203,,,,,Health Technology
6074,Hochschild Mining PLC,0.925,-11.05769231,2145,0.06634746,475874054.4,,-0.07755423,-167.5568271,0,Non-Energy Minerals
6075,Hotel Chocolat Group Ltd.,1.64,10.81081081,3000,1.86428039,225561781.1,,,,0,Consumer Non-Durables
6076,"HCI Group, Inc.",57.82,-0.10366275,43184,0.74911747,496754092,,-2.6652,-60.36101083,2.76721,Finance
6077,"Hocking Valley Bancshares, Inc. (OH)",18,-1.0989011,1900,3.62180709,,,,,,Finance
6078,"The Hackett Group, Inc.",23.17,-2.72879933,86783,0.82883893,630609960,18.58506457,1.2467,-10.70123917,1.89901,Commercial Services
6079,HUTCHMED (China) Limited,17.7,1.08509423,144198,1.95318786,3144252506,,-0.2149,62.46943765,0,Health Technology
6080,HCM Acquisition Corp,11.0405,0.2315025,104202,2.36538881,155305681.6,53.56865599,0.2061,,0,Finance
6081,Healthier Choices Management Corp.,1.00E-06,0,93858499,1.05079416,463267,,0,,0,Retail Trade
6082,HOLCIM LTD,64.43,3.97805213,175,0.02419667,37041303291,10.03125774,6.42292339,67.53758037,4.28964,Non-Energy Minerals
6083,HOLCIM LTD,12.745,-0.77851304,48217,0.36793894,36863554248,10.46387521,1.218,56.47482014,3.94089,Non-Energy Minerals
6084,Hypercharge Networks Corp.,0.37,-5.82845508,127252,1.29835334,25199313.24,,-0.13247264,-34.21608004,0,Retail Trade
6085,"HashiCorp, Inc.",21.46,-4.57981325,2687463,1.24735192,4161902566,,-1.2695,42.39756795,0,Technology Services
6086,"Healthcare Services Group, Inc.",9.88,-1.49551346,948833,1.40792369,733046605,19.48333662,0.5071,26.93366708,8.62854,Commercial Services
6087,"Healthcare Triangle, Inc.",4.09,1.99501247,5147,0.39952805,17496460,,-3.0207,-18.12991279,0,Technology Services
6088,Hennessy Capital Investment Corp. VI,10.35,-0.04828585,82128,0.04483001,470482769,55.67509414,0.1859,-32.57163584,0,Finance
6089,Hennessy Capital Investment Corp. VI,10.345,-0.04830918,500,0.20807324,470482769,,,,0,Finance
6090,HCW Biologics Inc.,1.83,-2.13903743,9662,1.91455633,65745906,,-0.5215,-45.34559643,0,Health Technology
6091,"Hiscox, Ltd.",23.35,1.03851147,509,0.25057845,4058472471,10.62474405,2.1977,,2.68166,Finance
6092,"Hercules Capital, Inc. 6.25% Notes due 2033",23.3,-0.85064192,1841,1.30151997,2455410061,10.50353875,2.2183,1925.844749,9.47692,Finance
6093,"Home Depot, Inc. (The)",293.02,-1.6876363,2546429,0.91022741,2.93039E+11,18.29956783,16.0124,-1.60565821,2.78821,Retail Trade
6094,HDFC Bank Limited,58.8,-0.54127199,1619228,0.86734779,1.4109E+11,18.3744258,3.2001,12.90220152,0.990627,Finance
6095,HEIDELBERG MATERIALS AG,15.405,-0.61290323,40114,0.90561625,14043947862,7.80434672,1.9739,-6.02266235,2.35632,Non-Energy Minerals
6096,Haydale Graphene Inds PLC,0.0064,5.78512397,55700,0.68448877,11510156.13,,,,0,Process Industries
6097,H D INTERNATIONAL HOLDINGS GROUP,0.0001,0,100,0.16567263,,,,,,Electronic Technology
6098,"Hypertension Diagnostics, Inc.",0.001,-44.44444444,800,0.04711231,136813.5714,,,,0,Producer Manufacturing
6099,ADENTRA Inc.,21.04,1.2025012,3730,1.65248981,470153660.6,7.79194638,2.70022392,-58.39687347,1.86813,Distribution Services
6100,Highland Copper Company Inc.,0.051,0,32500,0.23066037,37554546.51,,-0.00835522,-120.2214303,0,Non-Energy Minerals
6101,HS GOVTECH SOLUTIONS INC,0.3774,2.55434783,15541,0.81707439,20660693.44,,-0.1191952,-51.83885855,0,Technology Services
6102,"Hudson Technologies, Inc.",13.54,-1.59883721,432420,1.06271968,614649441,9.25052948,1.4637,-24.81121899,0,Distribution Services
6103,"HeadsUp Entertainment International, Inc.",0.01796,-4.97354497,18000,0.31346052,4655369,,,,0,Technology Services
6104,Health Discovery Corp.,0.0001,0,35485,4.0160029,41171,,,,,Technology Services
6105,HYPERDYNAMICS CORP,1.00E-06,0,2250,0.04184388,36,,,,,Energy Minerals
6106,"Hawaiian Electric Industries, Inc.",12.09,-1.2254902,2070063,0.84639315,1325204294,5.80134357,2.084,-4.68349799,11.828,Utilities
6107,Turtle Beach Corporation,8.63,-1.93181818,76701,0.6195177,149378993,,-3.4613,-217.9588462,0,Consumer Durables
6108,GLOBAL HELIUM CORP,0.147,5,2591,0.32996281,7017200.82,,-0.0418692,59.48723111,0,Process Industries
6109,"H&E Equipment Services, Inc.",44.4,1.95177956,308686,1.34717256,1615196055,10.31023593,4.3064,88.96007021,2.47748,Finance
6110,"Hengan International Group Co., Ltd.",15.98,0.69249721,5763,0.33096153,3749519005,13.76636802,1.1608,-56.46891172,5.5394,Consumer Non-Durables
6111,Heico Corporation,165.46,-1.8798553,246517,0.68707803,20049731301,57.7038432,2.8674,16.30567048,0.120875,Electronic Technology
6112,Heico Corporation,131.74,-1.62049137,107705,0.48293377,20049731301,45.94406082,2.8674,16.30567048,0.151814,Electronic Technology
6113,Heineken N.V.,44.25,-1.66666667,120236,1.06141942,50999995137,18.85064326,2.3474,99.37149652,1.92573,Consumer Non-Durables
6114,Helen of Troy Limited,110.84,0.1445609,210569,0.40813506,2631645919,19.35022084,5.7281,-18.59909904,0,Consumer Durables
6115,Hellofresh SE,6.65,-3.76266281,10961,1.16637404,4666527155,72.99670692,0.0911,-63.86354621,0,Retail Trade
6116,WINSHEAR GOLD CORP.,0.185,-7.5,50000,11.71207046,14492958.9,,-0.00965632,32.77741017,0,Non-Energy Minerals
6117,"Hemp, Inc.",0.0002,100,29321379,1.2353607,3531809,,,,0,Process Industries
6118,Hero Technologies Inc.,0.01075,-6.52173913,14100,2.7837555,4957819,,-0.0032,93.41563786,0,Process Industries
6119,"Hinto Energy, Inc.",0.044,0,25300,0.90893087,961840,,0,100,0,Energy Minerals
6120,Henkel AG & Co. KGAA,15.59,-2.07286432,73681,0.66563799,28662066714,18.447521,0.8451,-21.95955305,2.1696,Consumer Non-Durables
6121,Henkel AG & Co. KGAA,71,1.13960114,334,0.84900864,28662066714,20.04663325,3.54174185,-17.59899728,2.74725,Consumer Non-Durables
6122,Henkel AG & Co. KGAA,17.6475,-1.95833333,66239,0.80245052,28662066714,20.88214412,0.8451,-21.95955305,1.94114,Consumer Non-Durables
6123,H2O Innovation Inc.,3.06,-0.64935065,15121,0.03947442,275422657.9,,-0.01116512,-126.4812746,0,Producer Manufacturing
6124,"Holly Energy Partners, L.P.",20.76,-1.37767221,929250,2.01956561,2624898598,12.02641641,1.7262,-3.85429431,6.74374,Industrial Services
6125,"Hepion Pharmaceuticals, Inc.",4.54,-1.51843818,23905,0.86722293,17425832,,-12.0113,0.12223516,0,Health Technology
6126,D-Market Electronic Services & Trading,1.22,-2.4,338431,0.83941527,397717923,,-0.0904,66.2560657,0,Technology Services
6127,John Hancock Hedged Equity & Income Fund,9.54,-0.93457944,44773,0.65789532,,,,,,Miscellaneous
6128,YaSheng Group,0.062,-20.41078306,963,0.12905214,9744292,,,,,Process Industries
6129,Red Oak Hereford Farms Inc.,0.015,-44.44444444,102,0.00606338,,,,,,Consumer Non-Durables
6130,Heritage Cannabis Holdings Corp.,0.013,-6.47482014,187350,0.68803044,12109724.9,,-0.02773914,30.50309652,0,Process Industries
6131,Hess Corporation,156.35,0.88398503,1731124,0.91770265,48008994721,30.03553933,5.2055,10.40999427,1.07931,Energy Minerals
6132,Hermes International SA,1818.46,-1.6261658,49,0.59107358,1.9029E+11,44.20903229,41.13322336,63.66125333,0.753274,Consumer Non-Durables
6133,Hermes International SA,180.45,-2.84806719,44397,1.43467428,1.90176E+11,45.51875489,3.9643,56.74745957,0.599036,Consumer Non-Durables
6134,HEALTH SCIENCES GROUP INC,1.00E-06,0,1000000,1.37524096,18709,,,,,Technology Services
6135,Hess Midstream LP,29.59,0.06763612,420197,0.62676821,6893634354,14.87084129,1.9898,4.45144357,7.83542,Energy Minerals
6136,"HealthWarehouse.com, Inc.",0.115,-7.07070707,2000,0.05558257,4904634.953,,-0.0298,-40.56603774,0,Retail Trade
6137,ANGEL WING METALS INC.,0.1,-20.25518341,300,0.0097094,6725259.2,,,,0,Non-Energy Minerals
